LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-8250,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870,LI-870
2022/05/18 00:01:11,138.000820,2.880000,20.639180,101.380000,18.748880,11.810000,301.200000,304.870000,12.037000,51.510000,101.080000,0.067641,0.069834,9.806090,11.390000,0.760000,4.236130,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.486710,0.062510,0.932830,2.514310,301.811270,323.856670,0.002840,5.484690,0.098430,0.001430,0.407330,0.052310,0.931150,2.955580,0.001440,0.000000,0.056300,0.007230,0.977430,1.204210,11.738950,12.292330,0.013070,-10.040750,0.002900,0.000040,0.020800,0.002670,0.941900,2.733560,0.000070,0.000000
2022/05/18 00:04:21,138.003020,2.790000,21.186970,101.380000,19.036310,11.810000,289.910000,293.460000,12.100000,51.510000,101.050000,0.065651,0.070080,9.877220,11.370000,0.790000,5.426390,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.851690,0.110500,0.972010,1.798840,287.873820,330.889600,0.002570,2.959600,0.111120,0.001610,0.719950,0.093410,0.970590,2.058010,0.001650,0.000000,0.224450,0.029120,0.991660,1.068240,11.293080,12.437820,0.025440,-5.424470,0.003450,0.000050,0.039610,0.005140,0.907160,3.415020,0.000170,0.000000
2022/05/18 00:07:31,138.005220,2.790000,21.561970,101.360000,19.357790,11.810000,292.230000,295.820000,12.146000,51.510000,101.040000,0.066053,0.070272,9.934160,11.370000,0.780000,5.601850,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.563640,0.078440,0.932250,2.269400,292.851550,306.214830,0.005870,14.470840,0.108760,0.001580,0.411960,0.057330,0.923900,3.098960,0.001670,0.000000,0.194240,0.027030,0.995220,1.061280,11.512590,12.402510,0.030370,1.478840,0.002250,0.000030,0.031180,0.004340,0.875960,3.963550,0.000170,0.000000
2022/05/18 00:10:42,138.007430,2.760000,21.831410,101.360000,19.729060,11.820000,293.520000,297.160000,12.261000,51.510000,101.020000,0.066264,0.070741,10.071320,11.360000,0.780000,5.692440,0.000000,-9999.000000,-9999.000000,82L-0272,4,1.129960,0.144280,0.988020,1.492190,290.403450,435.161270,0.001000,11.080290,0.105100,0.001520,1.066930,0.136230,0.987840,1.543060,0.001530,0.000000,0.192000,0.024520,0.997710,1.059950,11.684890,12.562880,0.027920,6.030990,0.001810,0.000030,0.039890,0.005090,0.891380,3.697940,0.000180,0.000000
2022/05/18 02:01:11,138.084160,2.880000,20.496320,101.280000,18.591320,11.810000,288.630000,292.260000,12.417000,51.510000,100.920000,0.065335,0.071324,10.242970,11.340000,0.700000,6.098990,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.459750,0.059540,0.952830,2.449520,288.261410,505.040750,0.000270,-10.070480,0.090810,0.001320,0.449880,0.058260,0.952820,2.493640,0.001320,0.000000,0.292240,0.037840,0.997500,1.058420,11.486100,12.779840,0.029250,-1.134130,0.002230,0.000030,0.046160,0.005980,0.885400,3.802180,0.000220,0.000000
2022/05/18 02:04:21,138.086350,2.800000,21.040440,101.280000,18.896540,11.820000,293.450000,297.160000,12.507000,51.510000,100.910000,0.066179,0.071699,10.351640,11.360000,0.690000,6.100760,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.955610,0.124410,0.986900,1.430870,289.784050,339.108720,0.002520,-7.451730,0.082980,0.001200,0.789130,0.102740,0.985520,1.621150,0.001260,0.000000,0.248090,0.032300,0.995590,1.061490,11.644650,12.845230,0.026900,-4.501530,0.002610,0.000040,0.040930,0.005330,0.899310,3.557520,0.000180,0.000000
2022/05/18 02:07:31,138.088550,2.790000,21.420170,101.250000,19.199840,11.820000,289.740000,293.380000,12.409000,51.510000,100.900000,0.065517,0.071277,10.231540,11.360000,0.690000,5.938070,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.457080,0.063750,0.950440,2.264740,289.649360,321.614980,0.001990,-4.826410,0.088140,0.001280,0.394850,0.055070,0.949640,2.565290,0.001290,0.000000,0.196250,0.027370,0.996330,1.062180,11.705050,12.722120,0.026910,-0.274800,0.002260,0.000030,0.036250,0.005060,0.899220,3.559210,0.000170,0.000000
2022/05/18 02:10:42,138.090760,2.760000,21.696430,101.230000,19.514770,11.820000,295.930000,299.690000,12.539000,51.510000,100.890000,0.066599,0.071819,10.387450,11.360000,0.780000,6.175040,0.000000,-9999.000000,-9999.000000,82L-0272,4,1.310060,0.167780,0.993910,1.279150,290.973450,403.772190,0.001490,4.382510,0.083670,0.001210,1.190600,0.152480,0.993470,1.338470,0.001260,0.000000,0.190140,0.024350,0.996700,1.063650,11.871390,12.876030,0.024240,-0.012060,0.002220,0.000030,0.041140,0.005270,0.914170,3.285240,0.000160,0.000000
2022/05/18 04:01:11,138.167490,2.880000,20.496850,101.170000,18.573390,11.820000,320.630000,324.660000,12.393000,51.510000,100.800000,0.070766,0.071150,10.200590,11.360000,0.690000,4.461010,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.406630,0.052370,0.943100,2.525630,321.653270,365.080580,0.001210,-1.021610,0.082890,0.001200,0.373950,0.048160,0.942840,2.714320,0.001200,0.000000,0.058480,0.007530,0.967490,1.161840,12.153810,12.526300,0.020220,-4.193780,0.002510,0.000040,0.014700,0.001890,0.909220,3.377840,0.000060,0.000000
2022/05/18 04:04:21,138.169690,2.800000,21.032560,101.170000,18.860750,11.820000,315.030000,318.950000,12.301000,51.510000,100.810000,0.069827,0.070774,10.091080,11.360000,0.690000,4.422520,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.803940,0.104090,0.972840,1.739450,313.180860,349.453450,0.002870,-3.625730,0.099220,0.001440,0.654030,0.084680,0.971010,2.048170,0.001490,0.000000,0.081670,0.010570,0.981760,1.110260,12.000880,12.465410,0.022760,0.126580,0.002480,0.000040,0.019320,0.002500,0.910750,3.349600,0.000080,0.000000
2022/05/18 04:07:32,138.171900,2.800000,21.412290,101.150000,19.180870,11.820000,316.680000,320.600000,12.218000,51.510000,100.810000,0.070107,0.070424,9.989880,11.370000,0.710000,4.038820,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.465880,0.064560,0.953340,2.214230,317.809050,342.631980,0.002600,12.659270,0.086670,0.001260,0.403180,0.055880,0.951880,2.515830,0.001280,0.000000,0.052520,0.007280,0.971570,1.159600,11.998340,12.350840,0.020650,-0.206500,0.002390,0.000030,0.013970,0.001940,0.912680,3.313770,0.000060,0.000000
2022/05/18 04:10:43,138.174110,2.760000,21.680150,101.130000,19.502230,11.820000,324.870000,328.880000,12.173000,51.510000,100.800000,0.071475,0.070228,9.933270,11.360000,0.780000,4.160590,0.000000,-9999.000000,-9999.000000,82L-0272,4,1.165970,0.148340,0.989530,1.428670,321.483180,430.822410,0.001360,7.174460,0.098340,0.001430,1.072610,0.136460,0.989170,1.498900,0.001450,0.000000,0.034740,0.004420,0.981420,1.282000,12.018020,12.404320,0.011440,7.937980,0.002210,0.000030,0.017840,0.002270,0.961440,2.291980,0.000050,0.000000
2022/05/18 06:01:11,138.250820,2.890000,19.883400,101.120000,17.960930,11.820000,335.210000,338.490000,9.679000,51.510000,100.750000,0.073140,0.059245,6.550180,11.320000,0.710000,-0.435550,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.482950,0.060980,0.908550,2.508570,335.091140,348.265190,0.004630,-8.498490,0.095670,0.001390,0.342020,0.043180,0.914530,3.279880,0.001340,0.000000,-0.026500,-0.003350,0.924280,1.403810,9.809530,9.591150,0.015320,-10.922570,0.002130,0.000030,-0.008250,-0.001040,0.891540,3.696540,0.000040,0.000000
2022/05/18 06:04:21,138.253020,2.810000,20.383400,101.110000,18.234370,11.820000,337.710000,341.010000,9.674000,51.510000,100.740000,0.073550,0.059222,6.542740,11.330000,0.710000,-0.925880,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.736620,0.093340,0.974710,1.712560,335.013140,373.187170,0.002450,-13.563330,0.086640,0.001260,0.605550,0.076730,0.973770,1.974850,0.001280,0.000000,0.015160,0.001920,0.070290,1.995880,9.658170,9.677290,0.100490,15.461210,0.002240,0.000030,0.000300,0.000040,0.013380,87.198570,0.000030,0.000000
2022/05/18 06:07:31,138.255220,2.810000,20.734380,101.110000,18.569010,11.820000,341.280000,344.580000,9.561000,51.510000,100.740000,0.074136,0.058701,6.371710,11.340000,0.700000,-1.143330,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.398070,0.054030,0.909890,2.821120,342.230090,357.864920,0.003460,11.251340,0.098180,0.001410,0.326930,0.044380,0.907350,3.397590,0.001430,0.000000,-0.001470,-0.000200,0.320150,14.665310,9.572610,8.635980,0.000210,4.119590,0.002030,0.000030,-0.001460,-0.000200,0.320850,14.734750,0.000030,0.000000
2022/05/18 06:10:43,138.257440,2.770000,20.967440,101.110000,18.824770,11.820000,347.090000,350.420000,9.517000,51.510000,100.740000,0.075081,0.058498,6.304920,11.350000,0.690000,-1.231340,0.000000,-9999.000000,-9999.000000,82L-0272,4,1.362420,0.169560,0.992040,1.321790,342.291230,415.052610,0.002330,7.549570,0.092370,0.001340,1.182190,0.147130,0.990870,1.439930,0.001430,0.000000,0.008250,0.001030,0.821660,2.871940,9.483740,9.575480,0.011190,14.250290,0.001890,0.000030,0.004600,0.000570,0.803090,5.138220,0.000030,0.000000
2022/05/18 08:01:11,138.334160,2.890000,17.906510,101.130000,16.067690,11.810000,317.490000,320.660000,9.876000,51.510000,100.810000,0.070228,0.060181,6.852220,11.340000,0.780000,-0.575630,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.421610,0.053200,0.914480,3.259040,317.766500,773.408570,0.000120,5.050820,0.113140,0.001640,0.418470,0.052810,0.914470,3.280920,0.001640,0.000000,0.001920,0.000240,0.282990,16.196660,9.880870,1000000.000000,0.000000,0.000000,0.005920,0.000040,0.001920,0.000240,0.282990,16.196660,0.000040,0.000000
2022/05/18 08:04:21,138.336350,2.800000,18.426040,101.130000,16.310680,11.810000,324.350000,327.620000,9.973000,51.510000,100.800000,0.071371,0.060616,6.992960,11.330000,0.790000,-0.505420,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.808250,0.102590,0.971280,1.732760,322.691820,349.846270,0.003780,5.127200,0.097760,0.001410,0.636940,0.080850,0.968000,2.120380,0.001480,0.000000,-0.001030,-0.000130,0.138190,25.248410,9.963130,9.972270,1.000000,-50.000000,0.000000,0.000030,-0.001030,-0.000130,0.138190,25.248410,0.000030,0.000000
2022/05/18 08:07:33,138.338580,2.800000,18.793070,101.120000,16.602810,11.820000,319.160000,322.360000,9.931000,51.510000,100.780000,0.070489,0.060418,6.929830,11.330000,0.780000,-0.736810,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.446660,0.060780,0.926440,2.412950,319.547360,333.058870,0.004500,5.158820,0.090920,0.001320,0.339160,0.046150,0.930360,2.973160,0.001280,0.000000,0.002460,0.000340,0.123810,9.249180,9.910560,9.946000,0.009460,-48.080890,0.002130,0.000030,0.000820,0.000110,0.117490,27.847370,0.000030,0.000000
2022/05/18 08:10:44,138.340790,2.760000,19.036240,101.130000,16.877690,11.820000,324.830000,328.010000,9.718000,51.510000,100.780000,0.071439,0.059445,6.614080,11.320000,0.780000,-0.576470,0.000000,-9999.000000,-9999.000000,82L-0272,4,1.103610,0.137750,0.988630,1.463970,321.746180,424.286490,0.001340,12.452710,0.096030,0.001390,1.023820,0.127790,0.988300,1.530800,0.001410,0.000000,0.007150,0.000890,0.893710,3.242020,9.689550,9.953470,0.003380,26.520870,0.001890,0.000030,0.006270,0.000780,0.898050,3.581350,0.000030,0.000000
2022/05/18 10:01:11,138.417490,2.890000,16.139180,101.200000,14.352680,11.810000,334.020000,337.300000,9.722000,51.520000,100.880000,0.073041,0.059513,6.632550,11.320000,0.790000,-0.854540,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.377360,0.047500,0.890820,3.239610,335.155950,353.134820,0.002640,11.320810,0.100340,0.001450,0.324760,0.040880,0.889380,3.734150,0.001460,0.000000,0.009040,0.001140,0.910390,3.076510,9.684020,10.182180,0.002280,24.981440,0.002270,0.000030,0.008190,0.001030,0.909330,3.376560,0.000030,0.000000
2022/05/18 10:04:21,138.419690,2.810000,16.653120,101.210000,14.589120,11.810000,334.840000,338.250000,10.067000,51.520000,100.900000,0.073198,0.061101,7.144520,11.330000,0.780000,-0.685920,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.572440,0.072540,0.947930,2.593510,335.139230,1000000.000000,0.000000,0.000000,0.334360,0.001720,0.572440,0.072540,0.947930,2.593510,0.001720,0.000000,0.007430,0.000940,0.839440,3.846030,10.014320,10.396150,0.002470,-3.510790,0.002420,0.000030,0.006220,0.000790,0.838310,4.560930,0.000030,0.000000
2022/05/18 10:07:33,138.421910,2.800000,17.022580,101.200000,14.862190,11.810000,331.940000,335.340000,10.137000,51.520000,100.860000,0.072688,0.061396,7.240640,11.310000,0.780000,-0.734540,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.317720,0.043160,0.813110,3.871880,333.363640,342.912390,0.004520,6.672960,0.110910,0.001610,0.244120,0.033160,0.820080,4.872280,0.001580,0.000000,0.012520,0.001700,0.918110,2.093140,10.070150,10.266760,0.008650,6.270140,0.002120,0.000030,0.007410,0.001010,0.906370,3.430950,0.000030,0.000000
2022/05/18 10:10:44,138.424120,2.760000,17.266810,101.210000,15.173970,11.820000,333.700000,337.100000,10.077000,51.520000,100.850000,0.072972,0.061120,7.152620,11.310000,0.780000,-0.597060,0.000000,-9999.000000,-9999.000000,82L-0272,4,0.963530,0.120210,0.988330,1.529270,331.135820,1000000.000000,0.000000,0.000000,0.318490,0.001330,0.963530,0.120210,0.988330,1.529270,0.001330,0.000000,0.001140,0.000140,0.009110,21.917570,10.065470,10.101140,0.003990,-50.000000,0.002150,0.000030,0.000440,0.000060,0.032260,55.622020,0.000030,0.000000
2022/05/18 12:01:11,138.500820,2.890000,15.953780,101.240000,13.858320,11.810000,313.160000,316.420000,10.313000,51.520000,100.890000,0.069552,0.062203,7.495810,11.300000,0.780000,0.105210,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.420780,0.053220,0.918180,2.694360,314.271770,327.918440,0.003900,15.040190,0.090980,0.001320,0.344770,0.043600,0.922260,3.131980,0.001290,0.000000,0.005330,0.000670,0.845990,4.116270,10.267600,10.906780,0.001060,-12.217590,0.001850,0.000030,0.004900,0.000620,0.845820,4.462350,0.000030,0.000000
2022/05/18 12:04:21,138.503020,2.800000,16.537290,101.240000,14.156970,11.810000,316.770000,320.090000,10.367000,51.520000,100.890000,0.070166,0.062446,7.572370,11.300000,0.780000,0.138570,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.520390,0.066200,0.964050,2.227980,316.702270,1000000.000000,0.000000,0.000000,0.165500,0.001300,0.520390,0.066200,0.964050,2.227980,0.001300,0.000000,0.000990,0.000130,0.076890,24.242510,10.357700,10.389230,0.004010,-26.897770,0.002110,0.000030,0.000680,0.000090,0.076390,35.320590,0.000030,0.000000
2022/05/18 12:07:31,138.505220,2.790000,16.964810,101.240000,14.496520,11.810000,315.210000,318.510000,10.370000,51.520000,100.890000,0.069900,0.062459,7.576680,11.300000,0.780000,0.024710,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.266460,0.036320,0.859140,3.430830,316.810860,326.180150,0.003880,6.784790,0.081780,0.001190,0.212310,0.028940,0.865610,4.138300,0.001160,0.000000,0.002000,0.000270,0.290350,19.142680,10.367590,10.915090,0.000500,50.000000,0.003600,0.000050,0.002650,0.000360,0.351360,13.835980,0.000050,0.000000
2022/05/18 12:10:42,138.507430,2.760000,17.276790,101.240000,14.874350,11.820000,308.100000,311.330000,10.376000,51.520000,100.890000,0.068685,0.062483,7.584170,11.310000,0.780000,1.330840,0.000000,-9999.000000,-9999.000000,82L-0272,4,0.761130,0.095750,0.981640,1.745370,306.768640,1000000.000000,0.000000,0.000000,0.315150,0.001330,0.761130,0.095750,0.981640,1.745370,0.001330,0.000000,0.007690,0.000970,0.829950,2.966640,10.326900,10.466530,0.006930,-6.686210,0.001850,0.000030,0.004620,0.000580,0.821940,4.842730,0.000030,0.000000
2022/05/18 14:01:11,138.584160,2.890000,17.434350,101.230000,15.239230,11.810000,304.020000,307.400000,11.021000,51.510000,100.880000,0.067986,0.065338,8.470950,11.330000,0.780000,1.325380,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.349050,0.044400,0.883240,3.529770,306.158180,322.556420,0.002710,31.344170,0.103180,0.001500,0.319290,0.040620,0.888200,3.754310,0.001460,0.000000,-0.003970,-0.000510,0.695920,6.794390,11.048230,11.016200,0.694950,-14.235550,0.000000,0.000030,-0.003970,-0.000510,0.695920,6.794390,0.000030,0.000000
2022/05/18 14:04:21,138.586350,2.810000,18.047270,101.230000,15.575440,11.810000,304.900000,308.260000,10.881000,51.510000,100.880000,0.068131,0.064717,8.280840,11.320000,0.780000,1.359080,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.505580,0.064670,0.953460,2.480080,304.311770,1000000.000000,0.000000,0.000000,0.106930,0.001450,0.505580,0.064670,0.953460,2.480080,0.001450,0.000000,-0.001990,-0.000260,0.412740,13.827970,10.882220,9.520360,0.000190,50.000000,0.002430,0.000040,-0.002450,-0.000310,0.482180,10.574980,0.000030,0.000000
2022/05/18 14:07:31,138.588550,2.800000,18.484770,101.220000,15.950240,11.820000,297.530000,300.770000,10.792000,51.510000,100.870000,0.066849,0.064322,8.159210,11.320000,0.780000,0.842100,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.255350,0.034930,0.859830,3.789470,299.376360,313.136810,0.002540,18.560900,0.087710,0.001270,0.227550,0.031130,0.866660,4.120770,0.001240,0.000000,0.021470,0.002940,0.495150,1.484580,10.754060,10.803290,0.059660,14.255900,0.002110,0.000030,0.001620,0.000220,0.274020,16.560380,0.000040,0.000000
2022/05/18 14:10:42,138.590760,2.760000,18.808300,101.210000,16.362000,11.820000,300.910000,304.150000,10.656000,51.510000,100.860000,0.067432,0.063718,7.971890,11.320000,0.780000,1.642350,0.000000,-9999.000000,-9999.000000,82L-0272,4,0.788250,0.099240,0.981760,1.741750,299.953820,1000000.000000,0.000000,0.000000,0.462810,0.001370,0.788250,0.099240,0.981760,1.741750,0.001370,0.000000,0.002110,0.000270,0.402660,12.377350,10.643300,11.258860,0.000430,15.003580,0.002260,0.000030,0.002110,0.000270,0.404320,12.369540,0.000030,0.000000
2022/05/18 16:01:11,138.667490,2.900000,18.577730,101.160000,16.485750,11.820000,318.720000,322.220000,10.860000,51.510000,100.800000,0.070436,0.064583,8.242140,11.330000,0.780000,1.320000,0.000000,-9999.000000,-9999.000000,82L-0274,1,0.358080,0.045590,0.867210,3.494670,320.282180,333.983730,0.003330,13.071710,0.104760,0.001520,0.301320,0.038360,0.873840,4.000400,0.001480,0.000000,-0.010830,-0.001380,0.349560,2.575970,10.895130,10.847280,0.028800,-1.562610,0.002230,0.000030,-0.001730,-0.000220,0.310070,15.182500,0.000030,0.000000
2022/05/18 16:04:21,138.669690,2.810000,19.163340,101.170000,16.786170,11.820000,311.880000,315.260000,10.731000,51.510000,100.810000,0.069279,0.064016,8.066830,11.330000,0.780000,0.868320,0.000000,-9999.000000,-9999.000000,82L-0271,2,0.512900,0.065500,0.961040,2.302230,312.479550,1000000.000000,0.000000,0.000000,0.293620,0.001340,0.512900,0.065500,0.961040,2.302230,0.001340,0.000000,-0.000610,-0.000080,0.075030,36.843660,10.731220,6.452780,0.000020,47.009880,0.001990,0.000030,-0.000640,-0.000080,0.075240,35.612750,0.000030,0.000000
2022/05/18 16:07:31,138.671890,2.800000,19.583850,101.170000,17.146230,11.820000,304.760000,308.050000,10.672000,51.510000,100.810000,0.068059,0.063757,7.986480,11.340000,0.780000,0.489500,0.000000,-9999.000000,-9999.000000,82L-0273,3,0.264190,0.036100,0.889200,3.495940,306.792680,329.602260,0.001580,24.697120,0.083590,0.001200,0.246800,0.033720,0.888790,3.726710,0.001210,0.000000,-0.000630,-0.000090,0.063920,38.671040,10.648370,0.000000,0.000010,0.000000,0.008210,0.000030,-0.000630,-0.000090,0.063920,38.671040,0.000030,0.000000
